comment_phrase,comment_sentiment,clean_text,encoded_label
අනේ මේ පුද්ගලයාව රැකගන්න ක්‍රමයක් නැද්ද?,NEUTRAL,අනේ මේ පුද්ගලයාව රැකගන්න ක්රමයක් නැද්ද,1
මට කරුණාකර ඔහුගේ දුරකතන අංකය හෝ ලිපිනය දෙන්න.,NEUTRAL,මට කරුණාකර ඔහුගේ දුරකතන අංකය හෝ ලිපිනය දෙන්න,1
ඔහු ගැන මට ආඩම්බරයි,POSITIVE,ඔහු ගැන මට ආඩම්බරයි,2
"අපට ඔබ ගැන ආඩම්බරයි, කරුණාකර ලිපිනය හෝ දුරකථන අංකය දෙන්න",NEUTRAL,අපට ඔබ ගැන ආඩම්බරයි කරුණාකර ලිපිනය හෝ දුරකථන අංකය දෙන්න,1
අපි කුඩා කග සිට හොඳින් දන්නා කැඩුම් බිඳුම් වෙදමහතෙකු සහ සර්වාංග වෙදමහතෙකු මෙලෙස වෙදකම මතු පරපුරට ලබා දෙන්නට​ නොහැකිවම මියගියා. මොනම ආකරයේ අනතුරකින් හෝ ඇටකටු වලට වුවද හානියක් වුණොත් සතියකින් යථා තත්වයට පත්කරන්න පුලුවන් වෙදකමක් තිබුණා. ගම්පහ නැදුන්ගමුවේ බාලසූරිය වෙද මහත්මයාගේ මේ බෙහෙත් එතැනින්ම නතර වුණා. අපේ මේ වගේ මිල කළ නොහැකි වටිනා සම්පත් වලට රජයෙන් උදව්වක් නොමැති නම් අපේ එකමුතුකමෙන් වත් රැක ගනිමු.,NEUTRAL,අපි කුඩා කග සිට හොඳින් දන්නා කැඩුම් බිඳුම් වෙදමහතෙකු සහ සර්වාංග වෙදමහතෙකු මෙලෙස වෙදකම මතු පරපුරට ලබා දෙන්නට නොහැකිවම මියගියා මොනම ආකරයේ අනතුරකින් හෝ ඇටකටු වලට වුවද හානියක් වුණොත් සතියකින් යථා තත්වයට පත්කරන්න පුලුවන් වෙදකමක් තිබුණා ගම්පහ නැදුන්ගමුවේ බාලසූරිය වෙද මහත්මයාගේ මේ බෙහෙත් එතැනින්ම නතර වුණා අපේ මේ වගේ මිල කළ නොහැකි වටිනා සම්පත් වලට රජයෙන් උදව්වක් නොමැති නම් අපේ එකමුතුකමෙන් වත් රැක ගනිමු,1
දුරකතන අංකය හරි ලිපිනය හරි දෙන්න.,NEUTRAL,දුරකතන අංකය හරි ලිපිනය හරි දෙන්න,1
මට පුළුවන් නම් දුරකතන අංකය ලබාදෙන්න.,NEUTRAL,මට පුළුවන් නම් දුරකතන අංකය ලබාදෙන්න,1
හලා හල කියන්නේ උග්‍ර විෂක්,NEUTRAL,හලා හල කියන්නේ උග්ර විෂක්,1
මේ වගේ දෙයක් ප්‍රසිද්ද කිරීම හොදයි. දුරකතන අංකය සහ ලිපිනය දැම්මොත් නේද තවත් හොද/,POSITIVE,මේ වගේ දෙයක් ප්රසිද්ද කිරීම හොදයි දුරකතන අංකය සහ ලිපිනය දැම්මොත් නේද තවත් හොද,2
මේ වෙද මහත්තයාගේ දුරකථන අංකය ලබාදෙන්න,NEUTRAL,මේ වෙද මහත්තයාගේ දුරකථන අංකය ලබාදෙන්න,1
කරුණාකර වෙදමහතාගේ දුරකථනය සහ ලිපිනය ලැබෙන්න සලස්වන්න බැරිද?,NEUTRAL,කරුණාකර වෙදමහතාගේ දුරකථනය සහ ලිපිනය ලැබෙන්න සලස්වන්න බැරිද,1
අපේ මේ වගේ මිල කළ නොහැකි වටිනා සම්පත් වලට රජයෙන් උදවුවක් නොමැති නම් අපේ එකමුතුකමෙන්වත් රැක ගනිමු.,POSITIVE,අපේ මේ වගේ මිල කළ නොහැකි වටිනා සම්පත් වලට රජයෙන් උදවුවක් නොමැති නම් අපේ එකමුතුකමෙන්වත් රැක ගනිමු,2
මේ වෙද මහතාගේ දුරකතන අංකය දෙන්න,NEUTRAL,මේ වෙද මහතාගේ දුරකතන අංකය දෙන්න,1
රියදුරා උතුම් කෙනෙක්. නමුත් දරුවා‍ගේ දෙමාපියන්?,NEUTRAL,රියදුරා උතුම් කෙනෙක් නමුත් දරුවාගේ දෙමාපියන්,1
"හොද වැඩක් රියදුරු මහතා කරලා තියෙන්නේ, හැබැයි ආයේ යනකොට පොලීසිය දැනුවත් කරලා යන්න, වදින්න යන දේවාලේ ඔළුවට කඩන් වැටෙන්න බැරි නැහැ.",NEUTRAL,හොද වැඩක් රියදුරු මහතා කරලා තියෙන්නේ හැබැයි ආයේ යනකොට පොලීසිය දැනුවත් කරලා යන්න වදින්න යන දේවාලේ ඔළුවට කඩන් වැටෙන්න බැරි නැහැ,1
119 එකට කිවුවා නම් හරිනේ.,NEUTRAL,එකට කිවුවා නම් හරිනේ,1
ඔය ළමයාව ආපහු අරගෙන එද්දී පොලිසියට එහෙම අහුවුණා නම් පුදුම ප්‍රශ්නයක් තමයි වෙන්නේ.,NEUTRAL,ඔය ළමයාව ආපහු අරගෙන එද්දී පොලිසියට එහෙම අහුවුණා නම් පුදුම ප්රශ්නයක් තමයි වෙන්නේ,1
අම්මයි තාත්තයි ගැන ලියන්න මට හිතෙන දේ මම මෙතන ලියන්නෙ නැහැ.,NEUTRAL,අම්මයි තාත්තයි ගැන ලියන්න මට හිතෙන දේ මම මෙතන ලියන්නෙ නැහැ,1
නොසැළිකිලිමත්කමේ උපරිමයටම ගිය දෙමවුපියෝ.,NEGATIVE,නොසැළිකිලිමත්කමේ උපරිමයටම ගිය දෙමවුපියෝ,0
ඔයාලා කලබල වෙන්න එපා. අපි ඒ දරුවට තනියට සෙල්ලම් කරන්න මල්ලියෙක් හදන්න කියලා ඒ දෙමවුපියන්ට කියමු.,NEUTRAL,ඔයාලා කලබල වෙන්න එපා අපි ඒ දරුවට තනියට සෙල්ලම් කරන්න මල්ලියෙක් හදන්න කියලා ඒ දෙමවුපියන්ට කියමු,1
රියදුරු මහතාට මගේ ස්තුතිය! රථයේ ගමන් කළ අය නිදිමතේ නොවේ ඉඳලා තියෙන්නෙ. මට පෙනෙන්නේ නම් වෙරිමතේ.,NEUTRAL,රියදුරු මහතාට මගේ ස්තුතිය රථයේ ගමන් කළ අය නිදිමතේ නොවේ ඉඳලා තියෙන්නෙ මට පෙනෙන්නේ නම් වෙරිමතේ,1
ඒ ළමයට ඔවැනි දෙමවුපියන් ලැබෙන්න ඇත්තේ ළමයගේ පවකට වෙන්න ඇති.,NEGATIVE,ඒ ළමයට ඔවැනි දෙමවුපියන් ලැබෙන්න ඇත්තේ ළමයගේ පවකට වෙන්න ඇති,0
